  78.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.00000,   0.00000,   0.00000,   9.00000
   0.00000, 114.00000,  11.00000,   4.00000,   3.00000,   4.00000,   1.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.00000,   1.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   3.00000,  86.00000,   6.00000,   1.00000,   2.00000,   6.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000
   0.00000,   2.00000,  11.00000,  85.00000,   5.00000,   3.00000,   6.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   1.00000,   0.00000,  11.00000,  95.00000,   0.00000,   3.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   8.00000,   5.00000,   1.00000,   0.00000, 124.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   5.00000,   1.00000,   1.00000,   2.00000,  76.00000,   3.00000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.00000,   0.00000,   1.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   2.00000,   1.00000,   0.00000,   3.00000, 116.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   1.00000,   1.00000,   0.00000,   0.00000,   3.00000,   4.00000, 107.00000,   2.00000,   1.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.00000,   0.00000, 110.00000,   1.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   0.00000,   0.00000,   3.00000, 104.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   1.00000,   2.00000,   1.00000,   1.00000,   0.00000,   2.00000,   1.00000,   0.00000,   1.00000,   0.00000,   0.00000, 133.00000,   1.00000,   1.00000,   2.00000,   0.00000,   1.00000,   0.00000,   0.00000,   1.00000
   0.00000,   1.00000,   2.00000,   4.00000,   3.00000,   1.00000,  10.00000,   4.00000,   1.00000,   2.00000,   2.00000,   1.00000, 112.00000,   0.00000,   2.00000,   0.00000,   0.00000,   1.00000,   0.00000,   0.00000
   1.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   2.00000,   0.00000,   2.00000,   1.00000,   1.00000,   0.00000,   1.00000, 116.00000,   1.00000,   2.00000,   1.00000,   0.00000,   1.00000,   1.00000
   3.00000,   3.00000,   2.00000,   0.00000,   2.00000,   1.00000,   3.00000,   1.00000,   1.00000,   1.00000,   0.00000,   0.00000,   5.00000,   1.00000, 117.00000,   0.00000,   0.00000,   0.00000,   1.00000,   2.00000
   1.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.00000,   0.00000,   0.00000,   0.00000,   0.00000, 125.00000,   0.00000,   4.00000,   1.00000,  12.00000
   1.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.00000,   1.00000,   0.00000,   1.00000, 111.00000,   1.00000,  13.00000,   2.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.00000,   2.00000,   0.00000,   0.00000, 117.00000,   1.00000,   0.00000
   0.00000,   0.00000,   0.00000,   1.00000,   0.00000,   0.00000,   3.00000,   2.00000,   0.00000,   1.00000,   1.00000,   1.00000,   0.00000,   0.00000,   0.00000,   1.00000,   1.00000,   1.00000,  80.00000,   3.00000
   5.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   7.00000,   0.00000,   0.00000,   2.00000,  72.00000
